word,count
espacialidad,1
otro ,1
favorecer,1
multidimensionales,1
integrados ,1
interactúan,1
determinado ,3
debidamente,1
vinculadas,2
posibilita,1
compresión,3
temas,6
u,3
observarse,1
cartográficamente,1
referido,2
coordenadas,8
menudo ,1
objetos ,4
añaden,2
visible,1
explicita,1
implícito,1
datos» ,1
señalar,1
modelización,6
matemática,2
regresión,2
determinación,2
caminos,3
óptimos,1
valiosas,1
arqueología ,2
antropología ,1
arte ,4
música,1
humanas ,4
mencionar,2
favoreciendo,1
interdisciplinaridad,1
posibilitando,1
tecnificados,1
innovadores ,1
tradicionalmente,1
compartimentadas,1
trabajar,5
especializadas ,1
adentrarse,1
aplicabilidad,2
intentando,1
enfatizar,1
incidir,2
fundamentales ,3
necesarias,6
substrato,1
capacite,1
presentan ,1
necesarios,6
modelado,3
georreferenciadas ,1
abordarán,1
elementales,3
terminar,1
esbozando,1
generales,7
cuanto,6
georreferenciada,1
internet ,3
denominadas,2
 ide  ,3
aparente,1
amplitud ,1
apuntes,1
tal ,1
comprensión,7
detallada,3
favorablemente,1
cotidianas,1
investigadores ,5
fin ,3
enfoque,9
gonzález ,3
fernández,4
freire ,1
martín forero,1
morente ,1
esther,3
asensio,1
confederación,1
csic,3
978 84 615 9825 0,1
147,1
cuantitativos,9
explicaciones,6
sencillas,1
caso ,3
publicábamos,1
contribución,15
referencia,25
histórico bibliográfica,4
desarrollos,4
realizaciones,5
teóricas ,2
presentamos,1
quince,1
sencilla,4
enmarcado,1
iberoamericana,3
redisig ,1
homogenea,1
treinta,1
participan,2
redacción,4
planteado,5
formula,3
ambiciosa ,1
propuesto,3
síntesis ,2
teórica,6
específica ,1
centrografía ,1
frecuencias ,1
concentración,3
estimaciones,1
autocorrelación,1
indicadores ,1
interpolación ,1
regresión ,1
regionales ,2
asignación ,1
parámetros,2
estadísticos,4
cruzada ,1
panorama,2
complementar,2
empírica,7
 2019 ,2
marcela,1
virginia,1
santana,1
978 987 1548 98 9,1
353,1
precisión,15
produciendo,3
implementación ,1
gestionar,7
agricultura ,4
décadas,6
tractores,1
máquinas,1
agrícola,2
supuso,1
etapas,1
agrícola ,2
fundamental,11
competitividad,2
empresas ,4
cualquiera,1
escala» ,1
emilio,2
ruz ,1
secretario,1
procisur,1
diferenciados ,2
abordaje,3
producción ,5
georreferenciados ,1
puntos,1
tratados,2
de ,1
global ,6
monitores,1
productividad ,2
remota,3
 teledetección,1
percepción,4
remota  ,1
muestreo,1
decisiones ,6
considerando,1
transformación,2
organizada,2
apunta,3
fortalecimiento,1
faciliten,3
geoestadística ,2
económicos,3
viabilidad,1
adopción ,1
permanente ,1
guiados,2
automatización,4
controladores,1
electrónicos ,1
insumos,1
tasa,1
variable,1
desempeño,3
retorno,1
manuales,2
iniciativa,4
 iica ,2
cooperativo,1
agroalimentario,1
agroindustrial,1
cono,1
 procisur  ,1
1980,1
apoyo ,2
institutos,1
agropecuaria,1
–inia–,1
bolivia ,1
paraguay,1
evandro,1
chartuni,1
mantovani,1
magdalena,1
uruguay,1
978 92 9248 545 0,1
175,1
google+,4
postgis,8
avanzado,2
pensado,3
perfiles ,2
introducirse,2
postgis ,3
perfil,2
experto,4
posee,3
necesita,4
avanzados,5
extender,2
funcionalidades ,2
llario ,2
escuela,9
geodésica ,2
topográfica,2
politécnica,13
cartosig ,1
extraemos,1
guiado,1
prácticos,13
tradicional,3
escritorio,1
migrar,1
traumática ,1
validaciones,1
topológicas ,1
reglas,4
topología ,2
posibilitan,1
únicamente,2
gestor,1
cartográfica ,20
núcleo ,1
instalación ,1
geometrías,2
ogc ,1
predicados,1
exportación ,2
ogr ,1
indexación,1
superposición,1
capas ,2
extracción ,1
proximidad ,1
disolución ,1
concatenaciones,1
transformación ,1
conversión ,1
lineal ,1
tolerancias ,1
corrección ,1
esferoide ,1
tutorial,3
pl/pgsql ,1
almacenados ,1
disparadores,1
agregados,1
personalizados,1
miscelánea ,1
3d ,1
curvas ,1
dependencia,2
funcional ,1
ventana ,1
osm ,1
rutas ,1
extensiones ,1
ráster,2
 importación ,1
reclasificaciones ,2
derivados ,1
álgebra,1
vecindad ,1
topología,1
persistente ,1
diseño ,1
sql,1
postgresql ,1
propuestos ,2
ficheros,4
detallado,2
aquí para,1
adquirido ,1
necesario,4
enviar,1
email,1
jomarlla,1
[,1
arroba,1
] upv es,1
pedido,1
amazon ,1
cuerpo,2
email ,1
asegura,1
función,6
adquirida ,1
amazon es,1
amazon com ,1
prometeo,1
librerías ,1
978 8461588336,1
azul ,5
xxi,7
mar ,8
desconocido,1
porvenir,1
extrañarnos ,1
océanos,3
ocupan,4
70%,1
superficie,2
jugará,1
materias,2
primas,1
escasas,1
mientras,5
llenos,2
petróleo ,1
gas,1
minerales ,1
reserva,1
dulce ,1
desalinización,1
convertido,2
genéticos,1
medicamentos ,1
cyrille,2
poirier coutansais ,1
destacado,1
llamarse,1
francesa,3
rama,1
marítima,3
iniciada,1
hervé,1
coutau bégarie ,1
asesor,1
legal,5
armada,6
centre,3
d'études,1
stratégiques,1
marine,1
 cesm ,1
géopolitique,1
des,5
océans ,1
l'eldorado,1
"maritime»""",1
empires,1
maritimes» ,1
examina,4
cuidadosamente,2
talasocracias,1
abordando,2
divulgativa,1
supervivencia,1
planeta,6
fragilidad ,1
rigor ,2
valiéndose,1
 fao ,1
unidas,3
refugiados ,1
ports,1
organisation ,1
energía ,1
infografías,1
inéditos,1
riqueza,2
desafíos ,1
acuicultura,1
energías,7
azules ,1
tratamientos,1
cáncer ,1
submarinas   ,1
sigan,1
planeando,1
amenazas ,2
contaminación ,1
sobrepesca ,1
tráfico,1
tipo   ,1
alexandre,1
nicolas ,1
diseñador,1
encargado,2
van,6
piratería,1
circuitos,2
droga ,1
periplo,1
marítimo,10
iphone ,1
silicon,1
valley,1
 usa ,1
fabricación,1
china,2
brasil,1
posterior,3
temas ,3
globalizado,1
rescate,1
proteger,1
común,3
cátedra ,1
poirier coutansais,1
 dirección ,1
978 84 376 3999 4,1
185,1
compartido,3
atlastweet,1
04,2
urbanismo,16
colectivo,4
latinoamericanas ,3
variados,2
métodos ,2
apartados ,3
cinco,7
dinámicas,8
asociadas ,1
usos ,4
prospectivos ,1
agrupan,1
 gestión,2
críticas  ,1
 selper ,1
xx,2
reunión,5
potosí,1
particular ,5
selper,1
lanzó,1
pertenecientes,2
académico ,1
reunir,1
aborden,1
apoyados,3
 ciga ,1
judith,1
ley,3
 coordinadores ,2
baja,2
california ,1
electrónica ,2
$300 00,1
 comunidad,1
unam ,2
$175 00  ,1
9786076075340,1
220,2
mendoza ,2
declaradas,1
provincial,1
cámara,3
senadores,1
gobernador,1
mendoza,2
participaron,1
380,1
personas ,3
realizaron,3
talleres,4
compilación,2
provenientes,1
bolivia,1
articulados,1
públicas ,7
catastral ,2
inmuebles,1
desempeñan,1
culturales ,1
educativas ,1
comunitarias ,1
agropecuaria ,1
restantes,3
provinciales,2
innovación ,2
facilitación,1
existentes ,5
tecnología» ,1
afirman,1
atinente,1
mayores,5
multiplicar,1
comunidad» ,1
978 987 4101 04 4,1
245,1
ingenieros,16
10 2,2
civil,17
rendimiento,1
asignaturas,3
guías,4
autónomo,3
presentarnos,1
desarrollan ,1
comentan,3
ogc,1
 open,1
consortium ,1
geoportales,1
concebidos,3
autónomo ,1
 aplicaciones,1
arcmap,3
arcscene  ,1
fase,8
eligieron,1
gvsig,8
ocasionados,1
gvsig ,6
máquina,1
java,1
resta,1
estabilidad,1
eficiencia,2
llevó,3
reelaborar,1
 personalmente,1
apostando,1
universidad  ,1
perseguidos,1
alumno,2
manos   ,1
analíticas,1
geográfica  ,1
molero melgarejo ,1
emilio ,1
rodríguez rojas ,1
isabel ,1
grindlay moreno ,1
alejandro,4
urbanística,1
978 84 16478 08 8,1
188,2
19,3
sede,1
madrileño,1
avanzados‐agua,1
 fundación,1
imdea‐agua ,1
seminarios,1
hídricos ,1
partida,2
colaboración,9
llamados,2
comentamos,1
aquí ,1
alberto,6
blanco,3
pascual,3
aguilar ,1
geomáticas,1
usadas,2
imdea agua ,1
breve,5
descripción ,2
técnicas ,3
usado,1
evaluado,1
desktop ,1
grass,1
gis ,1
ilwis,1
open,1
hidrológicos ,1
hidráulicos,1
hidrogeomorfológicos,1
 erosión  ,1
hec hms ,1
hec ras ,1
iber ,1
modflow ,1
swmm ,1
tetis ,1
wepp,1
imágenes ,6
imagej,1
pspp ,1
tanagra ,1
fragstats,1
mapanalyst,1
dinamica ego ,1
aquatool ,1
invest ,1
rosetta,1
analizados,5
acceso ,1
facilita,2
imdea agua,1
hidrología,1
 2013 ,2
inventario,7
hidrológica,1
hec hms,1
 2016 ,3
perspectivas,4
hidráulico,1
aguilar,1
imdea,1
978 84 09 06041 2,1
187,1
editado,7
 confibsig ,2
publicaba,1
gesig ,2
dependiente,2
 gesig ,6
 argentina  ,3
continuando,1
intensa,4
publicar ,1
empírica ,1
relativos,3
actuales,7
epistemológico,1
paradigmática ,1
integración,4
frente,9
xxi ,2
reafirmación,1
cuantitativos» ,1
previas,1
confibsig,2
reúne,8
expertos ,1
académicos,4
abordar,9
centrados,1
humano,3
expresión,2
intervengan,1
sustentan» ,1
jornada,2
geodigital,1
imparten,1
 argentina ,6
dictadas,1
 iii,1
semagec ,1
vínculos,3
mantiene ,1
   la,2
formar,4
ocupada,2
especificar,2
epistemológicos,3
fuerte,2
metodológico aplicativo ,2
amplia,4
relevancia,2
social» ,2
eloy,1
montes,1
galbán,1
noelia,2
principi,2
 compiladores ,1
978 987 1548 95 8,1
226,1
gps,6
google,8
earth,5
cooperacion ,1
crear ,1
compartir,3
 10,2
tapa,4
blanda,2
 15,2
euros  ,3
editor,5
horas ,1
aprenderás,1
errores ,2
usarlo,1
rápidamente,1
interactivos,1
complicaciones,1
innecesarias ,1
procedimiento,2
válido,1
cooperacion,1
santiago,7
arnalich ,3
urruela,1
water,2
habitat,2
978 8461508488,1
124,1
quito,19
municipio,5
coincidiendo,1
hábitat,1
iii» ,1
 ecuador  ,2
metropolitano,9
 dmq ,1
complejo ,1
423 074,1
ha ,1
atravesado,1
paralelo,1
0º0’,1
altitudes,1
4 780,1
msnm ,1
diversidad,5
valles,1
montañas,2
configuran,3
tipos,9
clima ,2
viven,1
2 239 191,2
 2010 ,3
80%,1
recojer,1
30,6
52,1
infografías ,1
44,1
gráficos,6
37,1
tablas ,2
 usq ,1
estructurado,5
antropogénico,1
dmq,2
inteligente,1
secretaria,2
312,1
alcaldia,1
quito»tweet,1
xviii ,10
historia» ,4
gómez,9
carmen,10
manso,5
porto ,2
tributo,2
memoria,1
emprendidos,1
difundir,2
tesoro,1
academia ,2
américa ,5
académico,7
fallecido ,1
doña,1
manso ,2
gráficas,9
investigadora,6
seno,1
ambicioso,1
diccionario,15
geográfico histórico,2
pudo,2
materializarse,1
excelentes,1
históricos,1
sesenta,5
años ,8
póstuma,2
revisada,2
apartado,10
portugal,2
encuadernados,2
1790 ,1
1791 ,1
órdenes,1
militares ,1
órdenes ,1
 cuarenta,1
hijo ,1
juan ,5
encuadernado,1
1791  ,1
aporta,10
acopio,1
demás,2
encomendó,1
corporación ,1
censura,1
extraordinaria ,1
especial ,1
sintetizó,1
"""historia",1
"particular""",1
documento ,1
cuándo,1
quién,3
legó,1
compró ,1
costó,1
conserva,2
 biblioteca ,1
gabinete,1
antigüedades  ,1
fondos,6
nueve,4
apartados,4
 atlas ,1
forasteros  ,1
consta,6
trescientos,1
descriptivos ,1
doscientos,1
llevan,2
noventa,2
duplicados,1
sueltos ,1
monarquía,6
mitad,5
tercio,1
reinos,3
hizo,3
dominios,1
majestad» ,1
reunió,1
enriquecer,2
colección ,2
tienda,2
rah,9
porto,3
2006,2
38,2
84 95983 79 6,1
585,1
nacimiento,3
rasgos,2
esenciales,2
influencias ,1
recopila,3
barcelona,3
 gehc ,1
museu,1
d’història,1
barcelona ,2
premisa ,1
llevada,1
olvidada ,1
imposibilidad,1
distinguir,1
senda,1
progreso,1
acumulativo,1
europea» ,1
organizadores ,1
contrario ,1
evolucionado,3
tradiciones,4
específicos ,4
peculiar ,1
operativas,2
definitorias» ,1
confirma,1
central ,1
distinguir ,1
diferenciadas ,1
topografía,13
planimetría,2
catastral,1
urbanística ,2
secuencia,3
resultan,1
plenamente,3
comprensibles,1
inscribirlos,1
tradición» ,1
precedidos,1
italiana,1
lucia,1
nuti ,1
pisa ,2
retrato,3
lluis,1
arteaga ,1
planimétricas,1
comentadas,1
término ,1
sintetiza,1
balance,1
realizada ,1
ensayo,2
seguido,2
monográficas,1
originales,5
determinado,1
quinta,1
sección ,1
explora,1
mencionada,1
ahora ,1
impresa» ,1
colectivo ,1
veintena,1
integrantes,1
interuniversitario,1
coordinado,5
ideólogo,1
promotor,1
 exactamente,1
once  ,1
nutrido,1
intelectuales,1
diversos ,2
aceptaron,1
españolas ,1
aspira,1
convertirse,3
tema» ,1
urteaga,3
francesc,4
543,1
gnss,5
introductorio,1
tecnicismos,1
noventa ,1
generadora,1
negocio,3
sectores,8
actividad ,1
equipos,2
incorporan,1
gps ,4
smartphone ,1
tabletas ,1
pcs,1
multimedia ,1
almacenar,2
telecomunicación ,1
permitido,3
ayuden,1
optimizar,1
móviles,1
mercados ,2
definitiva,3
desactivación,1
disponibilidad,3
selectiva,1
 s/a ,1
seguirá,1
abriendo,1
puertas,1
multitud,3
funcionalidades,10
desarrollar ,2
joan,3
carles,2
olmedillas,2
hernández,2
telecomunicaciones,1
cataluña ,2
jefe,2
indra,1
espacio ,3
postgrado,2
oberta,2
catalunya ,1
catalunya,1
sl,1
15 38,1
 sin,3
iva ,3
978 8490291672,1
182,1
xix» ,2
dispersas,1
predominantemente ,1
selectivo ,1
centenares,1
reproducirlos,1
tamaño,1
reproducidos,1
tantos,1
manuscritos,7
impresos ,2
predominan,1
últimos ,1
dificulta,1
catalogación,4
 los,1
impresos,2
sujetos,1
reediciones ,1
actualizaciones ,1
copias ,1
traducciones ,1
contextualización,1
seleccionados ,1
ensayos,3
reconocidos,3
mario,1
ruiz,4
morales ,1
rafael,1
luisa,1
meras ,1
líter ,1
calatrava,1
escobar ,1
olmedo,2
cortés,2
efectúan,1
paulatino,1
acercamiento,3
1900,1
medievales ,2
arranques,1
contemporánea ,1
prisma,1
originada,1
novedosa,1
pasado» ,2
 1 ,3
piezas,6
elegidas,1
significado,4
andaluza,1
conocidos ,3
dispersos,1
archivos ,2
bibliotecas ,1
museos,1
colecciones,4
custodios,1
documental,1
andalucía   ,1
localizado ,1
cambio ,1
completos,1
desconocidos,1
inició,1
comentábamos ,1
selectivo,1
reproducción,1
detalle ,3
doscientas,1
piezas ,3
denominada,1
apéndices,1
resumen ,1
inédito,1
existente,5
aspecto ,2
histórica ,2
rica,1
posiblemente,1
bellos,1
gustan,2
ponerte,1
distribuidores,1
cedepa aturem,1
mares,1
recomendado ,1
granados ,1
 ica ,1
45,4
978 84 7595 237 6,1
568,1
naturaleza ,10
09,1
pósteres,3
xxv,4
27,5
titulado,4
territorio–,1
respectivas,3
transversales,1
editará,1
inaugural,1
aportaciones ,1
naturaleza,9
 50,1
verdes,1
 20,1
efectos,11
socioambientales,1
mitigación,4
adapción,1
 12,1
sostenibles ,2
inteligentes,2
inclusivas,2
demográficas ,2
regeneración ,1
rehabilitación ,1
genero,1
 43,1
 9,1
recomposición,1
ciudad campo ,1
agriculturas,1
periurbanas,1
 11,1
factores,11
organizativos,3
articulación,2
económica ,1
infraestructuras ,5
 27,1
paisaje ,5
claves,2
históricas,1
 76,1
 22,1
transversal,2
metódos,1
geoinformación,2
portal,2
electrónicos,2
españoles ,4
f ,7
allende ,1
cañada ,1
g ,5
fernández mayoralas ,1
n ,1
palacios ,1
rojo,1
m j ,1
 eds  ,1
uam,1
2 762,1
recomendable,1
echar,1
ojeada,1
anterior ,7
xxiv,2
ferrero,1
césar,4
sánchez,9
demostrar,1
neopositivismo,1
colocó,2
igualdad,2
fácticas ,2
dotándola,2
analítica ,2
darío,2
[fallecido,1
2018],1
riguroso,3
crítico,1
argentinos,1
latinoamericanos» ,1
aplica,2
acento,3
dialéctica,3
orientado,1
partiendo,3
sostiene,2
doctrina,1
filosófica,1
neopositivismo ,2
cimentada,1
modelo ,1
matemático,5
analítica,5
permitieron,3
participar,1
protagónica,1
interdisciplinario» ,1
teorética ,1
simplificadas,1
rigurosas,2
indispensables,1
observados,1
coherente ,1
comprobable,1
predictiva» ,1
analizan ,1
documentan,1
oponen,1
corrientes,4
historicismo,1
pensamiento,8
humanista,2
vinculado,1
fenomenología,1
     ,4
existencialismo,1
definiendo,2
especificidad,1
sociología ,1
contextualiza,1
estudia,3
epistemológicas,2
fundamentan,1
argentina» ,1
introductorio ,2
ordenan,1
doce,6
integran,1
expositiva,2
abundancia,2
bibliográficas,1
aportadas,2
tratados ,1
monografías ,1
colectivas ,1
artículos ,1
conferencias ,2
estudiadas ,1
cienciay,2
opone,1
humanistas,2
postmodernos,1
 parte,6
gestado,1
diacrónico,1
crítico ,1
éste ,1
examinan,2
humanismo,4
historicista,1
concreción,1
doctrina ,1
historicista ,1
sociologista,1
materialismo,1
dialéctico ,1
marxista ,1
psicologista,1
fenomenología ,1
abordada,1
pensamiento ,1
supusieron,3
experimentos,1
eratóstenes,1
 que,2
palabras,7
desmerecer,1
valiosa,2
sabios,1
clásica,2
méritos,3
suficientes,1
único,3
auténtico,3
padre,5
antecedente,1
espacial»  ,1
coetáneos,1
sucesores ,1
mismo ,8
positivismo ,1
empirismo,1
lógico ,1
multivariado,1
teorías,3
matemáticas,1
influencia,4
y/o,3
von,1
thünen ,1
interacción,1
epidemias,1
demográficos ,1
ecología ,1
geomorfología ,1
prospectiva ,1
iii » ,1
significativas ,1
representantes,1
metodológicas,2
incidencia,3
sucedieron,1
1950,1
1960 ,1
reflexiona,1
informática,4
proliferación,1
pioneras,1
economistas ,1
urbanistas,1
planificadores ,1
cuarta,2
reflexiones,2
iv » ,1
recapitulando,1
positivismo,1
llamamiento,1
favor,1
revalorización,1
relieve,2
dicotomías,1
presente ,2
definitiva ,5
histórico bibliográfica ,2
histórico bibliográfico,1
ramas,1
trayectoria,4
interpretaciones,1
utilidad,8
refuerza,1
extracto,4
geousal,1
 universidad,1
salvado ,1
alemania,1
79 90,1
978 3 639 69391 1,1
628,1
publico,3
alicante ,1
ferrero ,1
geográficas ,4
 69  ,1
183 184 ,1
https //doi org/10 14198/ingeo2018 69 11tweet,1
explica ,2
previos ,1
 sistema,1
geográfica ,1
moda ,1
meetup ,1
linkedin ,1
específicos   ,1
demuestran ,1
avisaba,1
john,3
tukey,1
exploratory,1
analysis,1
 1977  ,1
auguraba,1
incremento,3
darles,1
 análisis,1
avanzadas ,1
ragi,1
burhum ,1
hablando,1
necesitan,1
totalmente,3
ahora» ,1
jugar,1
dominic,2
royé,1
roberto,3
notivoli ,1
razones ,1
multiplataforma ,1
 solo,1
hardware  ,1
facilidad,1
detrás ,1
manejados,1
capturar ,1
validar,1
requerimientos ,1
 seminario,1
r  ,2
todas,14
 seguramente,1
enfrentan,1
interesan,2
estadística ,3
importar,1
transformaciones ,2
clases,10
exportar,1
manipulación,3
tidyverse ,1
posibles,4
completísimo,1
permitirá,4
importar ,1
manipular,1
alfanumérica,1
eficiente,3
ggplot2 ,1
populares,1
repaso,3
posibles ,1
opciones,1
familiarizado,1
vectorial ,3
ráster ,2
similar,1
estática,1
interactiva,1
estudiadas,1
adicionales,1
programa ,4
práctica ,4
funciones ,1
fórmulas ,1
atractiva,1
acierto,3
color ,2
enormemente,1
incluyen ,1
ventaja,1
pantallazos,1
realizar ,1
sintetizados,1
seguimos,1
utilizados ,1
propuestos,4
tedioso,1
podamos,1
replicarlos,1
facilmente ,1
recomendado,1
prensas,2
royé ,1
notivoli,1
36,2
978 84 1340 002 0,1
358,1
crisis ,6
beijing,2
 china ,2
33,2
ugi ,2
españa» ,5
dicho,6
mismas,2
rurales,5
socio espaciales,1
demográficos,1
corre,2
viñas ,1
presidenta,2
gestionado,1
pekín ,1
concebida,2
significativa,1
llevando,2
geógrafas,2
españoles» ,1
viñas,1
considerado,1
“configurando,1
mundos,2
armoniosos” ,1
bagaje,1
acumulada,1
consecuencias,8
globalización ,2
impacto,6
ampliación,2
desigualdades,2
socioeconómicas,2
aquélla,1
generando ,1
trata ,2
colectiva,2
alternativas,5
prioritarios,1
avanzar,6
armonía,1
acordes,2
mundiales,1
futuros» ,1
inglés ,3
versionespc,1
mac,1
07 09 16,1
978 84 416 3802 0,1
276,1
determinan,3
correcto,1
lenguaje ,1
redactar,1
escribir ,2
normalizar,1
unificar,1
establecen,1
ortográficas,2
gramaticales ,1
errores,2
redacción ,3
dotando,1
homogéneos,1
consistentes,1
reforzaran,1
altas,2
organismos ,2
institucionales ,3
abreviaturas ,1
símbolos ,1
procedencias ,1
unifomidad,1
util,1
 ane ,1
fijar,3
orientativas,1
unifiquen,1
empleo,13
personalidad,1
propia ,2
gramaticales,1
 mayúsculas/minúsculas ,1
acentuación ,1
abreviaturas    ,1
sintaxis,1
uniformidad,1
criterios ,1
definen,3
teresa,1
albert,1
oculto ,2
impuesto,7
propiedad,4
inmobiliaria,3
costa,5
rica ,2
reforma ,2
escenarios,14
potencial ,2
lugar ,7
sistemático,1
comparado,1
region ,1
mixtos,1
empleadas,1
gravamen ,1
lleva,1
adelante,1
razones,1
productividad,1
presentando,1
lineamientos,1
requeridas,1
recaudación ,1
jaime,1
bonet ,1
andrés,1
pineda,1
mannheim,1
 bid ,1
145,1
28 ,1
presentaciones,4
200,1
presente,20
enseñanza aprendizaje,1
económica,10
paloma,1
ibarra,1
benlloch ,1
organizador ,1
intrínsecamente,1
implicaciones,5
sostenibilidad,2
978 84 92522 95 8,1
2 170,1
 disponible,1
electrónica  ,1
miguel,15
bernabé ,1
vázquez ,3
nace,7
raíz,1
constituirse,2
universitaria,2
iberoamérica,2
contraportada,2
esencia ,1
implicadas ,1
instalación,1
voluntaria,1
auspicio,1
permanente,2
américas ,1
obligatoria ,1
tras,9
directiva,2
inspire ,1
desafío,1
ambas,1
márgenes,1
atlántico ,1
marcha,1
mantenimiento,2
sistemas ,6
exige,1
preparado,1
múltiples,4
adecuadamente,1
cubiertos,1
ninguna,2
titulación,1
tradicional ,1
traten,1
exponiendo,1
circunstancias,4
tecnológicas ,1
normativas,1
rodean ,1
razón,6
impartición,1
upm,1
150,3
h,1
 aecid,1
superiores,1
iberoamericanos,1
quedar,1
evidenciada,1
considere,1
ordenada,1
detrás,2
procedido,1
bernabé,1
poveda ,1
ángel ,1
u p m ,1
press,1
9 61,1
978 84 939196 8 9,1
596,2
antigüedad ,2
él ,2
lejos,3
meramente,2
inevitablemente,2
subjetivos ,2
estrechamente,3
épocas,2
concretos ,4
grecia,1
clásica ,1
explicaciones ,1
escritas,2
visuales ,2
mundo» ,5
quizá,4
encuentren,1
jerry,2
brotton,2
fe,1
historias,13
consiste,2
explorar,2
cartografían,1
él» ,1
creativos,1
acompañaron ,1
enfrentaron,2
elegido ,1
perspectiva ,2
proyección ,1
citadas,1
figuras,4
negro,2
56,1
ilustraciones,3
insertan,1
ptolomeo ,1
c ,3
d c ,2
intercambio ,1
al idrisi ,1
1154,1
religión ,1
mapamundi,2
hereford ,1
1300,1
imperio ,1
kangnido ,1
1402,1
descubrimiento ,1
martin,1
waldseemüller ,1
1507,1
globalismo ,1
ribero ,1
1529,1
tolerancia ,1
gerado,1
mercator ,3
1569,1
dinero ,1
blaeu ,1
maior ,1
1162,1
nación ,4
familia,2
cassini ,1
francia ,1
1793,1
halford,1
mackinder ,1
pivote,1
1904,1
igualdad ,1
peters ,1
1973,1
earth ,1
originó,1
cristiana,1
hereford,1
datado,1
1300 ,1
jerusalén,1
centro ,1
peters,1
1970 ,1
intentaba,1
"""al",1
"mundo""» ",1
2 000,1
artísticos,1
considera,3
definitivos,1
recrean ,1
broton,1
 papel  ,2
13 00,1
ebook ,1
epub,2
9788499924984,1
608,1
fragmento,5
megustaleer,1
hacerlo,2
bien »tweet,1
óptima,6
equipamientos,1
adecuada,3
posible ,3
atendiendo,4
socialmente,2
deseables,2
eficiencia ,2
equidad ,2
vida ,3
cuestión,7
notables,2
contemplada,2
pública,9
privada ,3
óptimas,3
proposición,1
concretas ,2
sustentada,1
pujante,1
discuten,2
sintéticamente,1
matemáticos,2
expresan,1
operativamente ,1
resolver,8
concretos,4
óptima ,2
escuelas ,1
guarderías,1
infantiles ,1
salud ,2
plantas,1
residuos,1
peligrosos ,1
contenedores,1
basuras ,1
aparte,1
día ,1
ampliado,2
concierne,1
abanico,1
informáticas,1
utilizables,1
profesionalmente,1
sendra ,1
joaquín ,1
s a ,2
978 8499641133,1
420,1
docentes,4
ameghino,2
citada ,2
gesig,2
alumnado,1
nativo,1
 tic ,1
secundaria ,2
digital» ,1
fases ,1
universitarias,1
espacial» ,2
media,1
asistentes,1
digitales ,3
dinámico,2
mca,2
07 03 16,1
978 987 45986 4 6,1
194,2
represión,3
franquista,5
explicativas,1
violencia,6
sistemática,1
golpistas,1
triunfo,1
sublevación ,1
aquellas,5
sufrieron ,1
nuevos ,1
consultada,1
cerca,4
veinte,2
reconstruye,1
temprana,1
progresiva,2
sincronización,1
represivo ,1
prolongación,1
adentra ,1
impacto ,1
dimensión,4
interiorización,1
evidencias,2
plagado,1
miedo,1
reservada ,1
correspondencia,2
incautada ,1
planos ,2
dibujos ,1
trozos,1
urgencia,1
momento ,2
valioso,4
pruebas,1
familias,1
conservado,1
seres,3
queridos ,1
desaparecidos ,1
hombres,3
mujeres,2
corrientes ,1
responsabilidad,2
soportaron,1
grueso,2
represión ,1
indaga,1
irremediablemente,1
vivo,1
presente» ,2
gutmaro,4
principal ,3
particularidades,1
guerra ,3
abarcando,3
ultimación,1
golpe,1
 abril,1
1941 ,1
óptica,1
habitual ,1
responde,3
historiografía,2
ejercida,1
profundos,2
apertura,1
introducido,2
centralidad,1
dela,1
régimen,1
posibilitado,1
renovaciones,1
anos,1
dejado,1
categoría,2
analizada,1
fenómeno,4
alejada,1
cuantificación,1
victimas ,1
fértiles,1
aparatos,2
apoyos,1
contemporánea,1
978 84 376 3745 7,1
311,1
magnífica,2
xix  ,2
acompañado,3
íntegramente,1
laboratorios,1
investigador ,1
erudito,1
curioso,1
perfeccionan,1
conjugando,1
2008,1
digitalizados,1
hispánica ,5
escribimos,1
vv aa ,2
1994,2
978 84 88699 10 7,1
370,1
452,1
xviii xix ,2
1997,4
vale,3
pena,4
recuperar,2
 de,3
procedente,4
apodaca,2
 1754 1835  ,2
cuba,3
virrey,2
 1816 1821  ,2
encargada,2
bellas,4
actualmente,5
directora ,1
ibercarto ,1
manuscrito,3
americana,3
apodaca ,1
integrada,2
virreinato ,1
centenar,1
artes ,2
manuscritas,1
impresas ,1
donada,1
1883,1
nieto   ,1
conservados,1
ascienden,1
108,1
cartas,2
náuticas ,1
perfiles,2
vistas ,1
 85 ,1
virreinato,2
texas,1
representados,1
 1923 2001 ,1
presentación ,2
señalarse,1
curiosos,2
chimborazo,1
[ecuador],1
vegetación ,2
medida,5
meridiano,2
humboldt ,1
habana,1
alrededores ,2
etc» ,1
refleja,2
divulgar,2
general ,6
hallaba,1
inicios,1
procediendo,1
ocupa ,1
digitalización,2
asignación,1
navegador,1
simple,1
búsqueda ,1
xviii xix » ,1
84 89512027,1
140,1
público ,2
universitario,5
segundas,1
celebradas,1
máster,2
mesas,2
redondas,1
regionales,8
locales» ,2
nieto,3
masot ,1
coordinadora ,1
nieto ,1
administración ,2
empresa,2
aplicada» ,1
283,2
ayuntamiento,8
cáceres,7
diputación,1
cáceres ,2
privadas,2
restauración,1
ríos,1
riberas,1
cabra ,1
elaborados,2
geo ambiental ,1
dialnet,1
masot,1
